concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
shopify:master:deliveryweightbasedoptiondefinition:isactive,DeliveryWeightBasedOptionDefinition.isActive,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,provider_read_surface,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedoptiondefinition:name,DeliveryWeightBasedOptionDefinition.name,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,provider_read_surface,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedoptiondefinition:rategroups,DeliveryWeightBasedOptionDefinition.rateGroups,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:id,DeliveryWeightBasedRate.id,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,external_identity,remote_metadata_read,read_only,not_applicable,Connector,provider_object_identity,not_applicable,provider_defined,governance,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:maxweight,DeliveryWeightBasedRate.maxWeight,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:minweight,DeliveryWeightBasedRate.minWeight,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:price,DeliveryWeightBasedRate.price,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:transittimemaxseconds,DeliveryWeightBasedRate.transitTimeMaxSeconds,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrate:transittimeminseconds,DeliveryWeightBasedRate.transitTimeMinSeconds,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrategroup:conditions,DeliveryWeightBasedRateGroup.conditions,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrategroup:id,DeliveryWeightBasedRateGroup.id,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,external_identity,remote_metadata_read,read_only,not_applicable,Connector,provider_object_identity,not_applicable,provider_defined,governance,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:deliveryweightbasedrategroup:rates,DeliveryWeightBasedRateGroup.rates,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Fulfillment,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:alt,ExternalVideo.alt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,provider_read_surface,read_only,not_applicable,Media,media_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:createdat,ExternalVideo.createdAt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,projection,remote_metadata_read,read_only,not_applicable,Connector,remote_system_metadata,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:embedurl,ExternalVideo.embedUrl,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:fileerrors,ExternalVideo.fileErrors,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:filestatus,ExternalVideo.fileStatus,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:host,ExternalVideo.host,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:id,ExternalVideo.id,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,external_identity,remote_metadata_read,read_only,not_applicable,Connector,provider_object_identity,not_applicable,provider_defined,governance,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:mediacontenttype,ExternalVideo.mediaContentType,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,provider_read_surface,read_only,not_applicable,Media,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:mediaerrors,ExternalVideo.mediaErrors,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:mediawarnings,ExternalVideo.mediaWarnings,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:originurl,ExternalVideo.originUrl,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:preview,ExternalVideo.preview,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:status,ExternalVideo.status,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:updatedat,ExternalVideo.updatedAt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,projection,remote_metadata_read,read_only,not_applicable,Connector,remote_system_metadata,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:externalvideo:updatestatus,ExternalVideo.updateStatus,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:alt,GenericFile.alt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,provider_typed_semantic,provider_defined,not_applicable,domain,provider_read_surface,provider_declared_write_not_certified,not_applicable,Media,media_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:createdat,GenericFile.createdAt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,metadata,provider_defined,not_applicable,projection,remote_metadata_read,read_only,not_applicable,Connector,remote_system_metadata,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:fileerrors,GenericFile.fileErrors,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:filestatus,GenericFile.fileStatus,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,read_only,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:id,GenericFile.id,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,metadata,provider_defined,not_applicable,external_identity,remote_metadata_read,read_only,not_applicable,Connector,provider_object_identity,not_applicable,provider_defined,governance,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:mimetype,GenericFile.mimeType,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,not_proven,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:originalfilesize,GenericFile.originalFileSize,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,not_proven,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:preview,GenericFile.preview,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,not_proven,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:updatedat,GenericFile.updatedAt,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,metadata,provider_defined,not_applicable,projection,remote_metadata_read,read_only,not_applicable,Connector,remote_system_metadata,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:genericfile:url,GenericFile.url,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",Media,projection,provider_defined,not_applicable,projection,derived_read_projection,not_proven,not_applicable,Media,read_projection,not_applicable,provider_defined,projection,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:collections,GiftCardProductSetInput.collections,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:crosscurrencyredeemable,GiftCardProductSetInput.crossCurrencyRedeemable,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:descriptionhtml,GiftCardProductSetInput.descriptionHtml,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:files,GiftCardProductSetInput.files,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:giftcardtemplatesuffix,GiftCardProductSetInput.giftCardTemplateSuffix,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,read_not_proven,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:handle,GiftCardProductSetInput.handle,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,read_not_proven,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:issuancecurrency,GiftCardProductSetInput.issuanceCurrency,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:metafields,GiftCardProductSetInput.metafields,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:productoptions,GiftCardProductSetInput.productOptions,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:producttype,GiftCardProductSetInput.productType,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:redirectnewhandle,GiftCardProductSetInput.redirectNewHandle,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,read_not_proven,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:seo,GiftCardProductSetInput.seo,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:status,GiftCardProductSetInput.status,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:tags,GiftCardProductSetInput.tags,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:templatesuffix,GiftCardProductSetInput.templateSuffix,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,context,provider_defined,not_applicable,channel,read_not_proven,provider_declared_write_not_certified,not_applicable,Connector,provider_channel_context,not_applicable,provider_defined,channel,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:title,GiftCardProductSetInput.title,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:variants,GiftCardProductSetInput.variants,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductsetinput:vendor,GiftCardProductSetInput.vendor,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:barcode,GiftCardProductVariantSetInput.barcode,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:file,GiftCardProductVariantSetInput.file,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:id,GiftCardProductVariantSetInput.id,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,metadata,provider_defined,not_applicable,external_identity,remote_metadata_read,provider_declared_write_not_certified,not_applicable,Connector,external_record_selector,not_applicable,provider_defined,governance,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:metafields,GiftCardProductVariantSetInput.metafields,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:optionvalues,GiftCardProductVariantSetInput.optionValues,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,structured,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,structured_capability,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:position,GiftCardProductVariantSetInput.position,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:price,GiftCardProductVariantSetInput.price,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:published,GiftCardProductVariantSetInput.published,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_domain_value,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:master:giftcardproductvariantsetinput:sku,GiftCardProductVariantSetInput.sku,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",ProviderContext,provider_typed_semantic,provider_defined,not_applicable,domain,read_not_proven,provider_declared_write_not_certified,not_applicable,GiftCard,gift_card_domain_value,not_applicable,provider_defined,domain,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
