concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
google_merchant:attribute:link,link,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_governance_or_link,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_landing_url,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:linktemplate,linkTemplate,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:longitude,longitude,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:loyaltypoints,loyaltyPoints,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:loyaltyprograms,loyaltyPrograms,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:material,material,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:maxenergyefficiencyclass,maxEnergyEfficiencyClass,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,publication_compliance_evidence,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:maxhandlingtime,maxHandlingTime,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:maximumretailprice,maximumRetailPrice,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:mileage,mileage,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:minenergyefficiencyclass,minEnergyEfficiencyClass,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,publication_compliance_evidence,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:minhandlingtime,minHandlingTime,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:minimumordervalues,minimumOrderValues,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:mobilelink,mobileLink,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_governance_or_link,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_landing_url,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:mobilelinktemplate,mobileLinkTemplate,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:model,model,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:mpn,mpn,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:multipack,multipack,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductOrPackaging,identical_product_multipack_quantity_candidate,publication_language_context_not_localization,provider_controlled_or_typed,deferred,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_multipack_ownership,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:neighborhood,neighborhood,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:numberofbathrooms,numberOfBathrooms,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:numberofbedrooms,numberOfBedrooms,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:numberofunits,numberOfUnits,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:pattern,pattern,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:pause,pause,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:petpolicy,petPolicy,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:pickupcost,pickupCost,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:pickupmethod,pickupMethod,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:pickupsla,pickupSla,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:popularityrank,popularityRank,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_processed_ownership,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:price,price,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productdetails,productDetails,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productfee,productFee,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,vertical_scoped_pricing_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productheight,productHeight,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:producthighlights,productHighlights,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productlength,productLength,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:producttypes,productTypes,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,google_taxonomy_context,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_taxonomy,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productweight,productWeight,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:productwidth,productWidth,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:promotionids,promotionIds,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:propertyname,propertyName,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:propertytype,propertyType,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:questionsandanswers,questionsAndAnswers,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_processed_ownership,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:relatedproducts,relatedProducts,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductAssociation,publication_relationship_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:returnpolicylabel,returnPolicyLabel,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:returns,returns,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:saleprice,salePrice,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:salepriceeffectivedate,salePriceEffectiveDate,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:sellongooglequantity,sellOnGoogleQuantity,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,google_publication_quantity_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shipping,shipping,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippinghandlingbusinessdays,shippingHandlingBusinessDays,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippingheight,shippingHeight,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippinglabel,shippingLabel,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippinglength,shippingLength,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippingtransitbusinessdays,shippingTransitBusinessDays,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippingweight,shippingWeight,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shippingwidth,shippingWidth,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shoppingadsexcludedcountries,shoppingAdsExcludedCountries,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:shorttitle,shortTitle,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,FieldDefinitionOrContent,short_title_candidate,publication_language_context_not_localization,provider_controlled_or_typed,deferred,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_short_title_ownership,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:size,size,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:sizesystem,sizeSystem,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:sizetypes,sizeTypes,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
